Code,Name,State,CBSA Code,Wage Index
45570,"Gregg", Texas  ,50267,0.8550
45881,"Rusk", Texas  ,50134,0.8550
45943,"Upshur", Texas  ,50267,0.8550
50070,"Cowlitz", Washington  ,31020,1.0081
5200,"Los Angeles", California  ,31084,1.2293
18140,"Bullitt", Kentucky,50269,0.8862
15090,"Clark", Indiana  ,50269,0.8862
15210,"Floyd", Indiana  ,50269,0.8862
15300,"Harrison", Indiana  ,50269,0.8862
18510,"Henry", Kentucky,50058,0.8862
18550,"Jefferson", Kentucky,50269,0.8862
18801,"Meade", Kentucky,50058,0.8862
18890,"Nelson", Kentucky,50058,0.8862
18920,"Oldham", Kentucky,50269,0.8862
18978,"Shelby", Kentucky,50058,0.8862
18980,"Spencer", Kentucky,50058,0.8862
18984,"Trimble", Kentucky,50058,0.8862
15870,"Washington", Indiana  ,50043,0.8862
45362,"Crosby", Texas  ,50135,0.8870
45770,"Lubbock", Texas  ,50270,0.8870
49040,"Amherst", Virginia  ,50271,0.8615
49050,"Appomattox", Virginia  ,50147,0.8615
49088,"Bedford City", Virginia  ,50271,0.8615
49090,"Bedford", Virginia  ,50271,0.8615
49150,"Campbell", Virginia  ,50271,0.8615
49551,"Lynchburg City", Virginia  ,50271,0.8615
11090,"Bibb", Georgia  ,50273,0.8584
11330,"Crawford", Georgia  ,50026,0.8584
11650,"Jones", Georgia  ,50273,0.8584
11760,"Monroe", Georgia  ,50026,0.8584
11912,"Twiggs", Georgia  ,50273,0.8584
5300,"Madera", California  ,31460,0.8050
52100,"Columbia", Wisconsin  ,50160,1.1264
52120,"Dane", Wisconsin  ,50274,1.1264
52240,"Iowa", Wisconsin  ,50160,1.1264
30050,"Hillsborough", New Hampshire  ,31700,1.0042
17300,"Geary", Kansas  ,99917,0.7839
17740,"Pottawatomie", Kansas  ,99917,0.7839
17800,"Riley", Kansas  ,99917,0.7839
24060,"Blue Earth", Minnesota  ,99924,0.9413
24510,"Nicollet", Minnesota  ,99924,0.9413
36710,"Richland", Ohio,31900,0.8993
40330,"Hormigueros", Puerto Rico  ,32420,0.3586
40480,"Mayaguez", Puerto Rico  ,32420,0.3586
45650,"Hidalgo", Texas  ,32580,0.8603
38140,"Jackson", Oregon  ,32780,1.0400
4170,"Crittenden", Arkansas  ,50278,0.9049
25160,"Desoto", Mississippi  ,50278,0.9049
44230,"Fayette", Tennessee  ,50278,0.9049
25460,"Marshall", Mississippi  ,50075,0.9049
44780,"Shelby", Tennessee  ,50278,0.9049
25680,"Tate", Mississippi  ,50075,0.9049
44830,"Tipton", Tennessee  ,50278,0.9049
25710,"Tunica", Mississippi  ,50075,0.9049
5340,"Merced", California  ,32900,1.2996
10120,"Miami-Dade", Florida  ,33124,1.0130
15450,"La Porte", Indiana  ,33140,0.9694
45794,"Midland", Texas  ,33260,1.0640
52390,"Milwaukee", Wisconsin  ,33340,0.9931
52440,"Ozaukee", Wisconsin  ,33340,0.9931
52650,"Washington", Wisconsin  ,33340,0.9931
52660,"Waukesha", Wisconsin  ,33340,0.9931
24010,"Anoka", Minnesota  ,33460,1.1336
24090,"Carver", Minnesota  ,33460,1.1336
24120,"Chisago", Minnesota  ,33460,1.1336
24180,"Dakota", Minnesota  ,33460,1.1336
24260,"Hennepin", Minnesota  ,33460,1.1336
24290,"Isanti", Minnesota  ,33460,1.1336
52460,"Pierce", Wisconsin  ,33460,1.1336
24610,"Ramsey", Minnesota  ,33460,1.1336
24690,"Scott", Minnesota  ,33460,1.1336
24700,"Sherburne", Minnesota  ,33460,1.1336
52540,"St. Croix", Wisconsin  ,33460,1.1336
24810,"Washington", Minnesota  ,33460,1.1336
24850,"Wright", Minnesota  ,33460,1.1336
27310,"Missoula", Montana  ,33540,0.9001
1480,"Mobile", Alabama  ,33660,0.7467
5600,"Stanislaus", California  ,33700,1.2841
19360,"Ouachita", Louisiana  ,50283,0.7717
19550,"Union", Louisiana  ,50064,0.7717
23570,"Monroe", Michigan  ,33780,0.8472
1000,"Autauga", Alabama  ,50284,0.7858
1250,"Elmore", Alabama  ,50284,0.7858
1420,"Lowndes", Alabama  ,50004,0.7858
1500,"Montgomery", Alabama  ,50284,0.7858
51300,"Monongalia", West Virginia  ,34060,0.8284
51380,"Preston", West Virginia  ,34060,0.8284
44280,"Grainger", Tennessee  ,34100,0.6768
44310,"Hamblen", Tennessee  ,34100,0.6768
44440,"Jefferson", Tennessee  ,34100,0.6768
50280,"Skagit", Washington  ,34580,1.0340
15170,"Delaware", Indiana  ,34620,0.8734
23600,"Muskegon", Michigan  ,34740,1.1007
42250,"Horry", South Carolina  ,34820,0.8734
5380,"Napa", California  ,34900,1.6045
10100,"Collier", Florida  ,34940,0.9265
44070,"Cannon", Tennessee  ,50124,0.9061
44100,"Cheatham", Tennessee  ,50285,0.9061
44180,"Davidson", Tennessee  ,50285,0.9061
44210,"Dickson", Tennessee  ,50285,0.9061
44400,"Hickman", Tennessee  ,50124,0.9061
44550,"Macon", Tennessee  ,50124,0.9061
44730,"Robertson", Tennessee  ,50285,0.9061
44740,"Rutherford", Tennessee  ,50285,0.9061
44790,"Smith", Tennessee  ,50124,0.9061
44820,"Sumner", Tennessee  ,50285,0.9061
44840,"Trousdale", Tennessee  ,50124,0.9061
44930,"Williamson", Tennessee  ,50285,0.9061
44940,"Wilson", Tennessee  ,50285,0.9061
33400,"Nassau", New York  ,35004,1.2698
33700,"Suffolk", New York  ,35004,1.2698
31200,"Essex", New Jersey,50289,1.1223
31250,"Hunterdon", New Jersey,50280,1.1223
31300,"Morris", New Jersey,50289,1.1223
39630,"Pike", Pennsylvania  ,50290,1.1223
31360,"Sussex", New Jersey,50289,1.1223
31370,"Union", New Jersey,50289,1.1223
7040,"New Haven", Connecticut  ,35300,1.2061
19250,"Jefferson", Louisiana  ,35380,0.8932
19350,"Orleans", Louisiana  ,35380,0.8932
19370,"Plaquemines", Louisiana  ,35380,0.8932
19430,"St. Bernard", Louisiana  ,35380,0.8932
19440,"St. Charles", Louisiana  ,35380,0.8932
19470,"St. John Baptist", Louisiana  ,35380,0.8932
19510,"St. Tammany", Louisiana  ,35380,0.8932
31100,"Bergen", New Jersey,50178,1.2914
33020,"Bronx", New York  ,50287,1.2914
31230,"Hudson", New Jersey,50249,1.2914
33331,"Kings", New York  ,50287,1.2914
33420,"New York", New York  ,50287,1.2914
31320,"Passaic", New Jersey,50178,1.2914
33580,"Putnam", New York  ,50287,1.2914
33590,"Queens", New York  ,50287,1.2914
33610,"Richmond", New York  ,50287,1.2914
33620,"Rockland", New York  ,50287,1.2914
33800,"Westchester", New York  ,50287,1.2914
23100,"Berrien", Michigan  ,35660,0.8237
10400,"Manatee", Florida  ,42260,0.9375
10570,"Sarasota", Florida  ,42260,0.9375
7050,"New London", Connecticut  ,35980,1.1376
5000,"Alameda", California  ,36084,1.6654
5060,"Contra Costa", California  ,36084,1.6654
10410,"Marion", Florida  ,36100,0.8455
31180,"Cape May", New Jersey,36140,1.0307
45451,"Ector", Texas  ,36220,0.9741
46050,"Davis", Utah  ,50319,0.9031
46140,"Morgan", Utah  ,50142,0.9031
46280,"Weber", Utah  ,50319,0.9031
37080,"Canadian", Oklahoma  ,50294,0.8810
37130,"Cleveland", Oklahoma  ,50294,0.8810
37250,"Grady", Oklahoma  ,50106,0.8810
37400,"Lincoln", Oklahoma  ,50106,0.8810
37410,"Logan", Oklahoma  ,50294,0.8810
37430,"McClain", Oklahoma  ,50294,0.8810
37540,"Oklahoma", Oklahoma  ,50294,0.8810
50330,"Thurston", Washington  ,36500,1.1397
28120,"Cass", Nebraska  ,50295,1.0037
28270,"Douglas", Nebraska  ,50295,1.0037
16420,"Harrison", Iowa  ,50048,1.0037
16640,"Mills", Iowa  ,50048,1.0037
16770,"Pottawattamie", Iowa  ,50295,1.0037
28760,"Sarpy", Nebraska  ,50295,1.0037
28770,"Saunders", Nebraska  ,50085,1.0037
28880,"Washington", Nebraska  ,50295,1.0037
10340,"Lake", Florida  ,36740,0.9082
10470,"Orange", Florida  ,36740,0.9082
10480,"Osceola", Florida  ,36740,0.9082
10580,"Seminole", Florida  ,36740,0.9082
52690,"Winnebago", Wisconsin  ,36780,0.9433
18290,"Daviess", Kentucky,50296,0.8117
18450,"Hancock", Kentucky,50059,0.8117
18740,"McLean", Kentucky,50059,0.8117
5660,"Ventura", California  ,37100,1.3079
10040,"Brevard", Florida  ,37340,0.8838
10170,"Flagler", Florida,,0.9880
10020,"Bay", Florida  ,37460,0.7976
51360,"Pleasants", West Virginia  ,50157,0.7487
36850,"Washington", Ohio,50297,0.7487
51520,"Wirt", West Virginia  ,50157,0.7487
51530,"Wood", West Virginia  ,50297,0.7487
25190,"George", Mississippi  ,50076,0.7662
25290,"Jackson", Mississippi  ,50181,0.7662
22040,"Essex", Massachusetts  ,,1.0551
10160,"Escambia", Florida  ,37860,0.7819
10560,"Santa Rosa", Florida  ,37860,0.7819
14700,"Marshall", Illinois  ,50034,0.8882
14800,"Peoria", Illinois  ,50298,0.8882
14960,"Stark", Illinois  ,50034,0.8882
14980,"Tazewell", Illinois  ,50298,0.8882
14992,"Woodford", Illinois  ,50298,0.8882
39140,"Bucks", Pennsylvania  ,37964,1.0806
39210,"Chester", Pennsylvania  ,37964,1.0806
39290,"Delaware", Pennsylvania  ,37964,1.0806
39560,"Montgomery", Pennsylvania  ,37964,1.0806
39620,"Philadelphia", Pennsylvania  ,37964,1.0806
3060,"Maricopa", Arizona  ,38060,1.0477
3100,"Pinal", Arizona  ,38060,1.0477
4120,"Cleveland", Arkansas  ,50012,0.7847
4340,"Jefferson", Arkansas  ,50300,0.7847
4390,"Lincoln", Arkansas  ,50012,0.7847
39010,"Allegheny", Pennsylvania  ,50301,0.8585
39070,"Armstrong", Pennsylvania  ,50109,0.8585
39080,"Beaver", Pennsylvania  ,50301,0.8585
39150,"Butler", Pennsylvania  ,50301,0.8585
39330,"Fayette", Pennsylvania  ,50301,0.8585
39750,"Washington", Pennsylvania  ,50301,0.8585
39770,"Westmoreland", Pennsylvania  ,50301,0.8585
22010,"Berkshire", Massachusetts  ,38340,1.0721
13020,"Bannock", Idaho  ,50302,0.9555
13380,"Power", Idaho  ,50030,0.9555
40370,"Juana Diaz", Puerto Rico  ,38660,0.4314
40560,"Ponce", Puerto Rico  ,38660,0.4314
40750,"Villalba", Puerto Rico  ,38660,0.4314
20020,"Cumberland", Maine  ,38860,0.9975
20110,"Sagadahoc", Maine  ,38860,0.9975
20150,"York", Maine  ,38860,0.9975
38020,"Clackamas", Oregon  ,50304,1.1673
50050,"Clark", Washington  ,50304,1.1673
38040,"Columbia", Oregon  ,50304,1.1673
38250,"Multnomah", Oregon  ,50304,1.1673
50290,"Skamania", Washington  ,50154,1.1673
38330,"Washington", Oregon  ,50304,1.1673
38350,"Yamhill", Oregon  ,50304,1.1673
10420,"Martin", Florida  ,38940,0.9577
10550,"St. Lucie", Florida  ,38940,0.9577
33230,"Dutchess", New York  ,50217,1.1325
33540,"Orange", New York  ,50291,1.1325
3120,"Yavapai", Arizona  ,39140,1.2009
41000,"Bristol", Rhode Island  ,50305,1.0699
22020,"Bristol", Massachusetts  ,50185,1.0699
41010,"Kent", Rhode Island  ,50305,1.0699
41020,"Newport", Rhode Island  ,50305,1.0699
41030,"Providence", Rhode Island  ,50305,1.0699
41050,"Washington", Rhode Island  ,50305,1.0699
46110,"Juab", Utah  ,50143,0.9133
46240,"Utah", Utah  ,50306,0.9133
6500,"Pueblo", Colorado  ,39380,0.8518
10070,"Charlotte", Florida  ,39460,0.8590
52500,"Racine", Wisconsin  ,39540,0.9158
34340,"Franklin", North Carolina  ,39580,0.9488
34500,"Johnston", North Carolina  ,39580,0.9488
34910,"Wake", North Carolina  ,39580,0.9488
43460,"Meade", South Dakota  ,50118,0.9823
43510,"Pennington", South Dakota  ,50308,0.9823
39110,"Berks", Pennsylvania  ,39740,0.9072
5550,"Shasta", California  ,39820,1.4555
29140,"Storey", Nevada  ,50088,1.0328
29150,"Washoe", Nevada  ,50309,1.0328
49030,"Amelia", Virginia  ,50148,0.9695
49160,"Caroline", Virginia  ,50148,0.9695
49180,"Charles City", Virginia  ,50310,0.9695
49200,"Chesterfield", Virginia  ,50310,0.9695
49212,"Colonial Heights", Virginia  ,50310,0.9695
49240,"Cumberland", Virginia  ,50148,0.9695
49260,"Dinwiddie", Virginia  ,50310,0.9695
49370,"Goochland", Virginia  ,50310,0.9695
49420,"Hanover", Virginia  ,50310,0.9695
49430,"Henrico", Virginia  ,50310,0.9695
49451,"Hopewell City", Virginia  ,50310,0.9695
49480,"King And Queen", Virginia  ,50148,0.9695
49500,"King William", Virginia  ,50148,0.9695
49540,"Louisa", Virginia  ,50148,0.9695
49621,"New Kent", Virginia  ,50310,0.9695
49701,"Petersburg City", Virginia  ,50310,0.9695
49720,"Powhatan", Virginia  ,50310,0.9695
49740,"Prince George", Virginia  ,50310,0.9695
49791,"Richmond City", Virginia  ,50310,0.9695
49910,"Sussex", Virginia  ,50148,0.9695
5430,"Riverside", California  ,40140,1.1396
5460,"San Bernardino", California  ,40140,1.1396
49110,"Botetourt", Virginia  ,50311,0.9088
49220,"Craig", Virginia  ,50149,0.9088
49330,"Franklin", Virginia  ,50149,0.9088
49801,"Roanoke City", Virginia  ,50311,0.9088
49800,"Roanoke", Virginia  ,50311,0.9088
49838,"Salem City", Virginia  ,50311,0.9088
24190,"Dodge", Minnesota  ,50071,1.0708
24540,"Olmsted", Minnesota  ,50312,1.0708
24780,"Wabasha", Minnesota  ,50071,1.0708
33350,"Livingston", New York  ,40380,0.8704
33370,"Monroe", New York  ,40380,0.8704
33530,"Ontario", New York  ,40380,0.8704
33550,"Orleans", New York  ,40380,0.8704
33770,"Wayne", New York  ,40380,0.8704
14030,"Boone", Illinois  ,40420,0.9935
14991,"Winnebago", Illinois  ,40420,0.9935
30070,"Rockingham", New Hampshire  ,40484,1.0234
30080,"Strafford", New Hampshire  ,40484,1.0234
34320,"Edgecombe", North Carolina  ,40580,0.8898
34630,"Nash", North Carolina  ,40580,0.8898
11460,"Floyd", Georgia  ,40660,0.8844
5080,"El Dorado", California  ,50315,1.4752
5410,"Placer", California  ,50315,1.4752
5440,"Sacramento", California  ,50315,1.4752
5670,"Yolo", California  ,50351,1.4752
23720,"Saginaw", Michigan  ,40980,0.8820
24040,"Benton", Minnesota  ,41060,1.1010
24720,"Stearns", Minnesota  ,41060,1.1010
46260,"Washington", Utah  ,41100,0.8870
26010,"Andrew", Missouri  ,50317,0.9856
26100,"Buchanan", Missouri  ,50317,0.9856
26310,"De Kalb", Missouri  ,50080,0.9856
17210,"Doniphan", Kansas  ,50051,0.9856
14020,"Bond", Illinois  ,50035,0.9420
14060,"Calhoun", Illinois  ,50035,0.9420
14130,"Clinton", Illinois  ,50318,0.9420
26270,"Crawford", Missouri  ,50081,0.9420
26350,"Franklin", Missouri  ,50318,0.9420
26490,"Jefferson", Missouri  ,50318,0.9420
14500,"Jersey", Illinois  ,50318,0.9420
26560,"Lincoln", Missouri  ,50318,0.9420
14670,"Macoupin", Illinois  ,50035,0.9420
14680,"Madison", Illinois  ,50318,0.9420
14750,"Monroe", Illinois  ,50318,0.9420
26910,"St. Charles", Missouri  ,50318,0.9420
14900,"St. Clair", Illinois  ,50318,0.9420
26950,"St. Louis City", Missouri  ,50318,0.9420
26940,"St. Louis", Missouri  ,50318,0.9420
26991,"Warren", Missouri  ,50318,0.9420
26992,"Washington", Missouri  ,50081,0.9420
38230,"Marion", Oregon  ,41420,1.1069
38260,"Polk", Oregon  ,41420,1.1069
5370,"Monterey", California  ,41500,1.6074
21190,"Somerset", Maryland  ,41540,0.9260
21220,"Wicomico", Maryland  ,41540,0.9260
46170,"Salt Lake", Utah  ,50320,0.9063
46210,"Summit", Utah  ,50144,0.9063
46220,"Tooele", Utah  ,50144,0.9063
45672,"Irion", Texas  ,50136,0.8221
45930,"Tom Green", Texas  ,50321,0.8221
45060,"Atascosa", Texas  ,50137,0.8936
45090,"Bandera", Texas  ,50137,0.8936
45130,"Bexar", Texas  ,50322,0.8936
45320,"Comal", Texas  ,50322,0.8936
45581,"Guadaloupe", Texas  ,50322,0.8936
45731,"Kendall", Texas  ,50137,0.8936
45792,"Medina", Texas  ,50137,0.8936
45971,"Wilson", Texas  ,50322,0.8936
5470,"San Diego", California  ,41740,1.1922
36220,"Erie", Ohio,41780,0.8347
5310,"Marin", California  ,41884,1.6327
5480,"San Francisco", California  ,41884,1.6327
5510,"San Mateo", California  ,41884,1.6327
40120,"Cabo Rojo", Puerto Rico  ,50277,0.4804
40390,"Lajas", Puerto Rico  ,50111,0.4804
40610,"Sabana Grande", Puerto Rico  ,50277,0.4804
40630,"San German", Puerto Rico  ,50277,0.4804
5450,"San Benito", California  ,50013,1.7396
5530,"Santa Clara", California  ,50323,1.7396
40040,"Aguas Buenas", Puerto Rico  ,50324,0.4318
40050,"Aibonito", Puerto Rico  ,50112,0.4318
40070,"Arecibo", Puerto Rico  ,50172,0.4318
40090,"Barceloneta", Puerto Rico  ,50324,0.4318
40100,"Barranquitas", Puerto Rico  ,50112,0.4318
40110,"Bayamon", Puerto Rico  ,50324,0.4318
40130,"Caguas", Puerto Rico  ,50188,0.4318
40140,"Camuy", Puerto Rico  ,50172,0.4318
40145,"Canovanas", Puerto Rico  ,50324,0.4318
40150,"Carolina", Puerto Rico  ,50324,0.4318
40160,"Catano", Puerto Rico  ,50324,0.4318
40170,"Cayey", Puerto Rico  ,50188,0.4318
40190,"Ciales", Puerto Rico  ,50112,0.4318
40200,"Cidra", Puerto Rico  ,50188,0.4318
40220,"Comerio", Puerto Rico  ,50324,0.4318
40230,"Corozal", Puerto Rico  ,50324,0.4318
40250,"Dorado", Puerto Rico  ,50324,0.4318
40265,"Florida", Puerto Rico  ,50324,0.4318
40300,"Guaynabo", Puerto Rico  ,50324,0.4318
40310,"Gurabo", Puerto Rico  ,50188,0.4318
40320,"Hatillo", Puerto Rico  ,50172,0.4318
40340,"Humacao", Puerto Rico  ,50324,0.4318
40380,"Juncos", Puerto Rico  ,50324,0.4318
40420,"Las Piedras", Puerto Rico  ,50324,0.4318
40430,"Loiza", Puerto Rico  ,50324,0.4318
40450,"Manati", Puerto Rico  ,50324,0.4318
40470,"Maunabo", Puerto Rico  ,50112,0.4318
40500,"Morovis", Puerto Rico  ,50324,0.4318
40510,"Naguabo", Puerto Rico  ,50324,0.4318
40520,"Naranjito", Puerto Rico  ,50324,0.4318
40530,"Orocovis", Puerto Rico  ,50112,0.4318
40570,"Quebradillas", Puerto Rico  ,50112,0.4318
40590,"Rio Grande", Puerto Rico  ,50324,0.4318
40640,"San Juan", Puerto Rico  ,50324,0.4318
40650,"San Lorenzo", Puerto Rico  ,50188,0.4318
40680,"Toa Alta", Puerto Rico  ,50324,0.4318
40690,"Toa Baja", Puerto Rico  ,50324,0.4318
40700,"Trujillo Alto", Puerto Rico  ,50324,0.4318
40720,"Vega Alta", Puerto Rico  ,50324,0.4318
40730,"Vega Baja", Puerto Rico  ,50324,0.4318
40760,"Yabucoa", Puerto Rico  ,50324,0.4318
5500,"San Luis Obispo", California  ,42020,1.3081
5400,"Orange", California  ,42044,1.2038
5520,"Santa Barbara", California  ,42060,1.2670
5540,"Santa Cruz", California  ,42100,1.8062
32240,"Santa Fe", New Mexico  ,42140,1.0400
5590,"Sonoma", California  ,42220,1.6440
11130,"Bryan", Georgia  ,42340,0.8968
11220,"Chatham", Georgia  ,42340,0.8968
11421,"Effingham", Georgia  ,42340,0.8968
39420,"Lackawanna", Pennsylvania  ,42540,0.8260
39480,"Luzerne", Pennsylvania  ,42540,0.8260
39790,"Wyoming", Pennsylvania  ,42540,0.8260
50160,"King", Washington  ,42644,1.1771
50300,"Snohomish", Washington  ,42644,1.1771
10300,Sebastian-Vero Beach, Florida  ,46940,0.8850
52580,"Sheboygan", Wisconsin  ,43100,0.9515
45564,"Grayson", Texas  ,43300,0.8544
19070,"Bossier", Louisiana  ,50330,0.8412
19080,"Caddo", Louisiana  ,50330,0.8412
19150,"De Soto", Louisiana  ,50065,0.8412
28210,"Dakota", Nebraska  ,50331,0.9010
28250,"Dixon", Nebraska  ,50086,0.9010
43630,"Union", South Dakota  ,50119,0.9010
16960,"Woodbury", Iowa  ,50331,0.9010
43410,"Lincoln", South Dakota  ,50332,0.8338
43430,"McCook", South Dakota  ,50120,0.8338
43490,"Minnehaha", South Dakota  ,50332,0.8338
43620,"Turner", South Dakota  ,50120,0.8338
23130,"Cass", Michigan  ,50069,0.9531
15700,"St. Joseph", Indiana  ,50333,0.9531
42410,"Spartanburg", South Carolina  ,43900,0.9186
50310,"Spokane", Washington  ,44060,1.0824
14730,"Menard", Illinois  ,44100,0.9179
14920,"Sangamon", Illinois  ,44100,0.9179
22060,"Franklin", Massachusetts  ,50066,1.0377
22070,"Hampden", Massachusetts  ,50335,1.0377
22080,"Hampshire", Massachusetts  ,50335,1.0377
26210,"Christian", Missouri  ,50334,0.8581
26290,"Dallas", Missouri  ,50082,0.8581
26380,"Greene", Missouri  ,50334,0.8581
26821,"Polk", Missouri  ,50082,0.8581
26994,"Webster", Missouri  ,50334,0.8581
36110,"Clark", Ohio,44220,0.9236
39200,"Centre", Pennsylvania  ,44300,0.9510
51040,"Brooke", West Virginia  ,48260,0.7640
51140,"Hancock", West Virginia  ,48260,0.7640
36420,"Jefferson", Ohio,48260,0.7640
5490,"San Joaquin", California  ,44700,1.3356
42420,"Sumter", South Carolina  ,44940,0.7454
33360,"Madison", New York  ,45060,0.9829
33520,"Onondaga", New York  ,45060,0.9829
33560,"Oswego", New York  ,45060,0.9829
50260,"Pierce", Washington  ,45104,1.1741
10190,"Gadsden", Florida  ,50337,0.8521
10320,"Jefferson", Florida  ,50019,0.8521
10360,"Leon", Florida  ,50337,0.8521
10640,"Wakulla", Florida  ,50019,0.8521
10260,"Hernando", Florida  ,45300,0.9032
10280,"Hillsborough", Florida  ,45300,0.9032
10500,"Pasco", Florida  ,45300,0.9032
10510,"Pinellas", Florida  ,45300,0.9032
15100,"Clay", Indiana  ,50338,0.9113
15760,"Sullivan", Indiana  ,50044,0.9113
15820,"Vermillion", Indiana  ,50338,0.9113
15830,"Vigo", Indiana  ,50338,0.9113
45170,"Bowie", Texas  ,45500,0.7967
4450,"Miller", Arkansas  ,45500,0.7967
36260,"Fulton", Ohio,50339,0.9034
36490,"Lucas", Ohio,50339,0.9034
36630,"Ottawa", Ohio,50103,0.9034
36880,"Wood", Ohio,50339,0.9034
17420,"Jackson", Kansas  ,50052,0.8969
17430,"Jefferson", Kansas  ,50052,0.8969
17690,"Osage", Kansas  ,50052,0.8969
17880,"Shawnee", Kansas  ,50340,0.8969
17980,"Wabaunsee", Kansas  ,50052,0.8969
31260,"Mercer", New Jersey,45940,1.0360
3090,"Pima", Arizona  ,46060,0.9065
37180,"Creek", Oklahoma  ,50341,0.8139
37550,"Okmulgee", Oklahoma  ,50107,0.8139
37560,"Osage", Oklahoma  ,50341,0.8139
37580,"Pawnee", Oklahoma  ,50107,0.8139
37650,"Rogers", Oklahoma  ,50341,0.8139
37710,"Tulsa", Oklahoma  ,50341,0.8139
37720,"Wagoner", Oklahoma  ,50341,0.8139
1310,"Greene", Alabama  ,50005,0.8533
1320,"Hale", Alabama  ,50005,0.8533
1620,"Tuscaloosa", Alabama  ,50342,0.8533
45892,"Smith", Texas  ,46340,0.8361
33320,"Herkimer", New York  ,46540,0.8653
33510,"Oneida", New York  ,46540,0.8653
11120,"Brooks", Georgia  ,46660,0.7918
11420,"Echols", Georgia  ,46660,0.7918
11652,"Lanier", Georgia  ,46660,0.7918
11700,"Lowndes", Georgia  ,46660,0.7918
5580,"Solano", California  ,46700,1.5844
45224,"Calhoun", Texas  ,50138,0.8992
45561,"Goliad", Texas  ,50138,0.8992
45948,"Victoria", Texas  ,50343,0.8992
31190,"Cumberland", New Jersey,47220,1.0596
49194,"Chesapeake City""", Virginia  ,50292,0.9208
34251,"Currituck", North Carolina  ,50292,0.9208
49360,"Gloucester", Virginia  ,50292,0.9208
49411,"Hampton City", Virginia  ,50292,0.9208
49460,"Isle Of Wight", Virginia  ,50292,0.9208
49470,"James City Co", Virginia  ,50292,0.9208
49570,"Mathews", Virginia  ,50292,0.9208
49622,"Newport News City", Virginia  ,50292,0.9208
49641,"Norfolk City", Virginia  ,50292,0.9208
49712,"Poquoson City", Virginia  ,50292,0.9208
49711,"Portsmouth City", Virginia  ,50292,0.9208
49892,"Suffolk City", Virginia  ,50292,0.9208
49900,"Surry", Virginia  ,50150,0.9208
49921,"Virginia Beach City", Virginia  ,50292,0.9208
49961,"Williamsburg City", Virginia  ,50292,0.9208
49981,"York", Virginia  ,50292,0.9208
5640,"Tulare", California  ,47300,1.0349
45780,"McLennan", Texas  ,47380,0.8458
11600,"Houston", Georgia  ,47580,0.8197
23430,"Lapeer", Michigan  ,50213,0.9543
23460,"Livingston", Michigan  ,50171,0.9543
23490,"Macomb", Michigan  ,50213,0.9543
23620,"Oakland", Michigan  ,50213,0.9543
23730,"St. Clair", Michigan  ,50213,0.9543
49011,"Alexandria City", Virginia  ,47894,1.0659
49060,"Arlington", Virginia  ,47894,1.0659
21040,"Calvert", Maryland  ,47894,1.0659
21080,"Charles", Maryland  ,47894,1.0659
49210,"Clarke", Virginia  ,47894,1.0659
49288,"Fairfax City", Virginia  ,47894,1.0659
49290,"Fairfax", Virginia  ,47894,1.0659
49291,"Falls Church City", Virginia  ,47894,1.0659
49300,"Fauquier", Virginia  ,47894,1.0659
49342,"Fredericksburg City", Virginia  ,47894,1.0659
51180,"Jefferson", West Virginia  ,47894,1.0659
49530,"Loudoun", Virginia  ,47894,1.0659
49563,"Manassas City", Virginia  ,47894,1.0659
49565,"Manassas Park City", Virginia  ,47894,1.0659
21160,"Prince George's", Maryland  ,47894,1.0659
49750,"Prince William", Virginia  ,47894,1.0659
49880,"Spotsylvania", Virginia  ,47894,1.0659
49890,"Stafford", Virginia  ,47894,1.0659
49930,"Warren", Virginia  ,47894,1.0659
9000,"Washington DC", District of Columbia  ,47894,1.0659
16060,"Black Hawk", Iowa  ,50346,0.8422
16080,"Bremer", Iowa  ,50049,0.8422
16370,"Grundy", Iowa  ,50049,0.8422
52360,"Marathon", Wisconsin  ,48140,0.8921
50030,"Chelan", Washington  ,48300,1.0037
50080,"Douglas", Washington  ,48300,1.0037
10490,"Palm Beach", Florida  ,48424,0.9661
36060,"Belmont", Ohio,48540,0.6863
51250,"Marshall", West Virginia  ,48540,0.6863
51340,"Ohio", West Virginia  ,48540,0.6863
17070,"Butler", Kansas  ,50347,0.8681
17390,"Harvey", Kansas  ,50347,0.8681
17860,"Sedgwick", Kansas  ,50347,0.8681
17950,"Sumner", Kansas  ,50053,0.8681
45040,"Archer", Texas  ,50348,0.9048
45291,"Clay", Texas  ,50139,0.9048
45960,"Wichita", Texas  ,50348,0.9048
39510,"Lycoming", Pennsylvania  ,48700,0.8230
21070,"Cecil", Maryland  ,50349,1.0687
8010,"New Castle", Delaware ,50349,1.0687
31340,"Salem", New Jersey,50299,1.0687
34090,"Brunswick", North Carolina  ,50350,0.9155
34640,"New Hanover", North Carolina  ,50350,0.9155
34700,"Pender", North Carolina  ,50099,0.9155
49340,"Frederick", Virginia  ,50151,0.9249
51130,"Hampshire", West Virginia  ,50158,0.9249
49962,"Winchester City", Virginia  ,50151,0.9249
34290,"Davie", North Carolina  ,49180,0.8660
34330,"Forsyth", North Carolina  ,49180,0.8660
34840,"Stokes", North Carolina  ,49180,0.8660
34980,"Yadkin", North Carolina  ,49180,0.8660
22170,"Worcester", Massachusetts  ,49340,1.1205
50380,"Yakima", Washington  ,49420,1.0097
40270,"Guanica", Puerto Rico  ,50113,0.4059
