HIPPS Code,Definition
1CFLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CFLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CFMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CFMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CFMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CFMV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CFMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CFMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CFNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CFNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CFNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CFNV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CFNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CFNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CFPS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1CFPT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1CFPU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1CFPV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1CFPW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1CFPX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies provided"
1CGKS,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
1CGKT,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
1CGKU,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
1CGKV,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
1CGKW,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
1CGKX,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
1CGLS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
1CGLT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
1CGLU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
1CGLV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
1CGLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CGLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CGMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CGMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CGMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CGMV,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CGMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CGMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CGNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CGNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CGNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CGNV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CGNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CGNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CGPS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1CGPT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1CGPU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1CGPV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1CGPW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1CGPX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies provided"
1CHKS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
1CHKT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
1CHKU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
1CHKV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
1CHKW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
1CHKX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
1CHLS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
1CHLT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
1CHLU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
1CHLV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
1CHLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CHLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CHMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CHMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CHMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CHMV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CHMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CHMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CHNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CHNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CHNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CHNV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CHNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CHNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CHPS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1CHPT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1CHPU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1CHPV,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1CHPW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1CHPX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies provided"
2AFKS,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2AFKT,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2AFKU,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2AFKV,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2AFKW,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2AFKX,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2AFLS,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2AFLT,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2AFLU,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2AFLV,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2AFLW,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2AFLX,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2AFMS,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2AFMT,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2AFMU,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2AFMV,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2AFMW,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2AFMX,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2AGKS,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2AGKT,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2AGKU,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2AGKV,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2AGKW,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2AGKX,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2AGLS,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2AGLT,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2AGLU,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2AGLV,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2AGLW,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2AGLX,"Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2AGMS,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2AGMT,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2AGMU,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2AGMV,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2AGMW,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2AGMX,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2AHKS,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2AHKT,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2AHKU,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2AHKV,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2AHKW,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2AHKX,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2AHLS,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2AHLT,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2AHLU,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2AHLV,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2AHLW,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2AHLX,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2AHMS,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2AHMT,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2AHMU,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2AHMV,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2AHMW,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2AHMX,"Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2BFKS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2BFKT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2BFKU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2BFKV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2BFKW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2BFKX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2BFLS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2BFLT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2BFLU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2BFLV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2BFLW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2BFLX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2BFMS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2BFMT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2BFMU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2BFMV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2BFMW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2BFMX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2BGKS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2BGKT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2BGKU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2BGKV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2BGKW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2BGKX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2BGLS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2BGLT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2BGLU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2BGLV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2BGLW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2BGLX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2BGMS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2BGMT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2BGMU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2BGMV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2BGMW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2BGMX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2BHKS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2BHKT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2BHKU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2BHKV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2BHKW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2BHKX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2BHLS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2BHLT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2BHLU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2BHLV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2BHLW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2BHLX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2BHMS,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2BHMT,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2BHMU,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2BHMV,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2BHMW,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2BHMX,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2CFKS,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
