HIPPS Code,Definition
1BHNS,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1BHNT,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1BHNU,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1BHNV ,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1BHNW,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1BHNX,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1BHN1,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
1BHN2,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies not provided"
1BHN3,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies not provided"
1BHN4,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies not provided"
1BHN5,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies not provided"
1BHN6,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies not provided"
1BHPS,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1BHPT,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1BHPU,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1BHPV ,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1BHPW,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1BHPX,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies provided"
1BHP1,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies not provided"
1BHP2,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies not provided"
1BHP3,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies not provided"
1BHP4,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies not provided"
1BHP5,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies not provided"
1BHP6,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies not provided"
1CFKS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
1CFKT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
1CFKU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
1CFKV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
1CFKW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
1CFKX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
1CFK1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
1CFK2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
1CFK3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
1CFK4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
1CFK5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
1CFK6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
1CFLS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
1CFLT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
1CFLU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
1CFLV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
1CFLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CFLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CFL1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
1CFL2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
1CFL3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
1CFL4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
1CFL5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
1CFL6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
1CFMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CFMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CFMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CFMV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CFMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CFMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CFM1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
1CFM2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
1CFM3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
1CFM4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
1CFM5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
1CFM6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
1CFNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CFNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CFNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CFNV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CFNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CFNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CFN1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
1CFN2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies not provided"
1CFN3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies not provided"
1CFN4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies not provided"
1CFN5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies not provided"
1CFN6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies not provided"
1CFPS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1CFPT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1CFPU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1CFPV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1CFPW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1CFPX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies provided"
1CFP1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies not provided"
1CFP2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies not provided"
1CFP3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies not provided"
1CFP4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies not provided"
1CFP5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies not provided"
1CFP6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies not provided"
1CGKS,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
1CGKT,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
1CGKU,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
1CGKV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
1CGKW,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
1CGKX,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
1CGK1,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
1CGK2,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
1CGK3,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
1CGK4,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
1CGK5,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
1CGK6,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
1CGLS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
1CGLT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
1CGLU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
1CGLV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
1CGLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CGLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CGL1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
1CGL2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
1CGL3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
1CGL4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
1CGL5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
1CGL6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
1CGMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CGMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CGMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CGMV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CGMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CGMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CGM1,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
1CGM2,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
1CGM3,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
1CGM4,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
1CGM5,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
1CGM6,"Early Episode, 0-13 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
1CGNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CGNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CGNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CGNV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CGNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CGNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CGN1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
1CGN2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies not provided"
1CGN3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies not provided"
1CGN4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies not provided"
1CGN5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies not provided"
1CGN6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies not provided"
1CGPS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies provided"
1CGPT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies provided"
1CGPU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies provided"
1CGPV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies provided"
1CGPW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies provided"
1CGPX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies provided"
1CGP1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies not provided"
1CGP2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies not provided"
1CGP3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies not provided"
1CGP4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies not provided"
1CGP5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies not provided"
1CGP6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies not provided"
1CHKS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
1CHKT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
1CHKU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
1CHKV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
1CHKW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
1CHKX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
1CHK1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
1CHK2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
1CHK3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
1CHK4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
1CHK5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
1CHK6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
1CHLS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
1CHLT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
1CHLU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
1CHLV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
1CHLW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
1CHLX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
1CHL1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
1CHL2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
1CHL3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
1CHL4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
1CHL5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
1CHL6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
1CHMS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
1CHMT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
1CHMU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
1CHMV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
1CHMW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
1CHMX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
1CHM1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
1CHM2,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
1CHM3,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
1CHM4,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
1CHM5,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
1CHM6,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
1CHNS,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided"
1CHNT,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided"
1CHNU,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided"
1CHNV ,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided"
1CHNW,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided"
1CHNX,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided"
1CHN1,"Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
