FIELD_NAME,LENGTH,START_POSITION,END_POSITION,RFA_1,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,DEFAULT_VALUE,DATA_TYPE,FIELD_DESCRIPTION,CONSISTENCY,APPLICABLE_CONDITION_EXPRESSION,DISPLAY_VALUE
M1005_INP_DSCHG_UNKNOWN,1,351,351,true,false,true,false,false,false,false,false,false,false,0,,(M1005) Inpatient Discharge Date Unknown,"*1.  If M1000_DC_NONE_14_DA = 1, then M1005_INP_DISCHARGE_DT through M1012_INP_UK_ICD must be skipped (blank); otherwise the following rules (#2 and #3) apply.*2.  M1005_INP_DISCHARGE_DT must be a valid date or M1005_INP_DSCHG_UNKNOWN must be 1 (checked).*3.  If a date is present in M1005_INP_DISCHARGE_DT then M1005_INP_DSCHG_UNKNOWN must be 0 (unchecked).",m1005_inp_discharge_dt != nil and m1005_inp_discharge_dt != '',UK
M1010_14_DAY_INP1_ICD,7,352,358,true,false,true,false,false,false,false,false,false,false,,,(M1010) Inpatient Stay Within Last 14 Days: ICD Code 1,"*1.  If M1000_DC_NONE_14_DA = 1, then M1005_INP_DISCHARGE_DT through M1012_INP_UK_ICD must be skipped (blank).*2.  If M1000_DC_NONE_14_DA = 0 then the following rule applies:    a).  If any item M1000_DC_LTC_14_DA  through M1000_DC_OTH_14_DA is equal to 1, then M1010_14_DAY_INP1_ICD cannot be blank.3.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If any item from M1010_14_DAY_INP1_ICD through M1010_14_DAY_INP6_ICD contains such a code on a submitted record, it will be blanked out.  If any of these items is blanked out, but a valid code remains in a subsequent M1010 item,  the non-blank codes will be ""moved up"" so that no blank items remain before consistency note #2 is tested.  Therefore, if a non-blank value is required in M1010_14_DAY_INP1_ICD on a particular record, and all of the M1010 items contain blank and/or prohibited codes, a fatal error will result and the record will be rejected.  As long as at least one M1010 item contains a non-blank, allowable code, a fatal error will not occur.*4.  Note that E-codes and V-codes are not allowed in this field; the first character of this field must be blank.",,a
M1010_14_DAY_INP2_ICD,7,359,365,true,false,true,false,false,false,false,false,false,false,,,(M0010) Inpatient Stay Within Last 14 Days: ICD Code 2,"*1.  If M1000_DC_NONE_14_DA = 1, then M1005_INP_DISCHARGE_DT through M1012_INP_UK_ICD must be skipped (blank).*2.  If M1000_DC_NONE_14_DA = 0 then the following rules apply:    a).  If M1010_14_DAY_INP1_ICD is blank, then M1010_14_DAY_INP2_ICD must be blank.    b).  If M1010_14_DAY_INP2_ICD is not blank, it cannot equal  M1010_14_DAY_INP1_ICD.*3.  Note that E-codes and V-codes are not allowed in this field; the first character of this field must be blank.",,b
ITEM_FILLER14,1,366,366,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1016_CHGREG_ICD1,7,367,373,true,false,true,false,false,false,false,false,false,false,,,(M1016) Regimen Change in Past 14 Days: ICD Code 1,"*1.  If M1016_CHGREG_ICD_NA=0, then at least one item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be non-blank (i.e., must contain an ICD9 code).  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).*2.  If M1016_CHGREG_ICD_NA=1, then all items from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be blank.  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).3.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If any item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 contains such a code on a submitted record, it will be blanked out.  If any of these items is blanked out, but a valid code remains in a subsequent M1016 item,  the non-blank codes will be ""moved up"" so that no blank items remain.  Consistency notes #1 and #2 will be applied after any prohibited codes are blanked out.",,a
M1016_CHGREG_ICD2,7,374,380,true,false,true,false,false,false,false,false,false,false,,,(M1016) Regimen Change in Past 14 Days: ICD Code 2,"*1.  If M1016_CHGREG_ICD_NA=0, then at least one item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be non-blank (i.e., must contain an ICD9 code).  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).*2.  If M1016_CHGREG_ICD_NA=1, then all items from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be blank.  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).3.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If any item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 contains such a code on a submitted record, it will be blanked out.  If any of these items is blanked out, but a valid code remains in a subsequent M1016 item,  the non-blank codes will be ""moved up"" so that no blank items remain.  Consistency notes #1 and #2 will be applied after any prohibited codes are blanked out.",,b
M1016_CHGREG_ICD3,7,381,387,true,false,true,false,false,false,false,false,false,false,,,(M1016) Regimen Change in Past 14 Days: ICD Code 3,"*1.  If M1016_CHGREG_ICD_NA=0, then at least one item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be non-blank (i.e., must contain an ICD9 code).  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).*2.  If M1016_CHGREG_ICD_NA=1, then all items from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be blank.  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).3.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If any item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 contains such a code on a submitted record, it will be blanked out.  If any of these items is blanked out, but a valid code remains in a subsequent M1016 item,  the non-blank codes will be ""moved up"" so that no blank items remain.  Consistency notes #1 and #2 will be applied after any prohibited codes are blanked out.",,c
M1016_CHGREG_ICD4,7,388,394,true,false,true,false,false,false,false,false,false,false,,,(M1016) Regimen Change in Past 14 Days: ICD Code 4,"*1.  If M1016_CHGREG_ICD_NA=0, then at least one item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be non-blank (i.e., must contain an ICD9 code).  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).*2.  If M1016_CHGREG_ICD_NA=1, then all items from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 must be blank.  Note that this edit is applied after any prohibited codes are blanked out (see consistency note #3).3.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If any item from M1016_CHGREG_ICD1 through M1016_CHGREG_ICD6 contains such a code on a submitted record, it will be blanked out.  If any of these items is blanked out, but a valid code remains in a subsequent M1016 item,  the non-blank codes will be ""moved up"" so that no blank items remain.  Consistency notes #1 and #2 will be applied after any prohibited codes are blanked out.",,d
M1018_PRIOR_UR_INCON,1,395,395,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Urinary Incontinence,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,1
M1018_PRIOR_CATH,1,396,396,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Indwelling/Suprapubic Catheter,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,2
M1018_PRIOR_INTRACT_PAIN,1,397,397,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Intractable Pain,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,3
M1018_PRIOR_IMPR_DECSN,1,398,398,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Impaired Decision-making,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,4
M1018_PRIOR_DISRUPTIVE,1,399,399,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Disruptive or Socially Inappropriate Behavior,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,5
M1018_PRIOR_MEM_LOSS,1,400,400,true,false,true,false,false,false,false,false,false,false,0,,"(M1018) Prior Condition: Memory Loss, Supervision Required","*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,6
M1018_PRIOR_NONE,1,401,401,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: None of the Above,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,7
M1018_PRIOR_NOCHG_14D,1,402,402,true,false,true,false,false,false,false,false,false,false,0,,"(M1018) Prior Condition: No Inpatient Discharge, No Change in Regimen in Past 14 Days","*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.*4.  If any item M1000_DC_LTC_14_DA through M1000_DC_OTHER = 1 or M1016_CHGREG_NA = 0, then M1018_PRIOR_NOCHG_14D must = 0.*5.  If M1000_DC_NONE_14_DA = 1 and M1016_CHGREG_NA = 1, then M1018_PRIOR_NOCHG_14D must = 1.",,NA
M1018_PRIOR_UNKNOWN,1,403,403,true,false,true,false,false,false,false,false,false,false,0,,(M1018) Prior Condition: Unknown,"*1.  If M1018_PRIOR_NONE or M1018_PRIOR_NOCHG_14D or M1018_PRIOR_UNKNOWN = 1, then all items from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS must = 0.*2.  If any item from M1018_PRIOR_UR_INCON through M1018_PRIOR_MEM_LOSS = 1, then M1018_PRIOR_NONE and M1018_PRIOR_NOCHG_14D and M1018_PRIOR_UNKNOWN must = 0.*3.  If any one of the items M1018_PRIOR_NONE, M1018_PRIOR_NOCHG_14D, or M1018_PRIOR_UNKNOWN = 1, then the remaining two items must = 0.",,UK
M1020_PRIMARY_DIAG_ICD,7,404,410,true,false,true,true,true,false,false,false,false,false,,,(M1020) Primary Diagnosis ICD Code,"*1.  M1020_PRIMARY_DIAG_ICD cannot be blank.2.  If state law prohibits transmission of certain ICD9 codes (e.g., HIV or STD diagnoses), these codes will be blanked out by the state system if found on records submitted by HHAs within that state.  If M1020_PRIMARY_DIAG_ICD contains such a code on a submitted record, it will be blanked out.  If a non-blank value is required in M1020_PRIMARY_DIAG_ICD on a particular record, and if M1020_PRIMARY_DIAG_ICD contains a blank and/or prohibited code, a fatal error will result and the record will be rejected.",,a1
M1020_PRIMARY_DIAG_SEVERITY,2,411,412,true,false,true,true,true,false,false,false,false,false,,,(M1020) Primary Diagnosis Severity Rating,"*1.  If byte 1 of M1020_PRIMARY_DIAG_ICD is a space and byte 2 is not equal to ""V"" (i.e. it is not a V-code) then M1020_PRIMARY_DIAG_SEVERITY cannot be blank.*2.  If byte 1 of M1020_PRIMARY_DIAG_ICD is a space and byte 2 is equal to ""V"" (i.e. it is a V-code) then M1020_PRIMARY_DIAG_SEVERITY must be blank. 3.  M1020_PRIMARY_DIAG_SEVERITY should have a value of 01 through 04.  A warning will be issued if it has a value of 00.",,
M1022_OTH_DIAG1_ICD,7,413,419,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 1: ICD Code,"*1.  If M1022_OTH_DIAG1_ICD is not blank, it cannot be equal to M1020_PRIMARY_DIAG_ICD, M1022_OTH_DIAG2_ICD, M1022_OTH_DIAG3_ICD, M1022_OTH_DIAG4_ICD, or M1022_OTH_DIAG5_ICD.",,b1
M1022_OTH_DIAG1_SEVERITY,2,420,421,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 1: Severity Rating,"*1.  If M1022_OTH_DIAG1_ICD is blank, then M1022_OTH_DIAG1_SEVERITY must be blank.*2.  If byte 1 of M1022_OTH_DIAG1_ICD=""E"" (i.e., it is an E-code), then M1022_OTH_DIAG1_SEVERITY must be blank.*3.  If byte 1 of M1022_OTH_DIAG1_ICD is a space and byte 2 is equal to ""V"" (i.e., it is a V-code), then M1022_OTH_DIAG1_SEVERITY must be blank.*4.  If M1022_OTH_DIAG1_ICD is not blank and byte 1 is a space (i.e., it is not an E-code)  AND byte 2 is not equal to ""V"" (i.e., it is not a V-code), then M1022_OTH_DIAG1_SEVERITY cannot be blank.",,
M1022_OTH_DIAG2_ICD,7,422,428,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 2: ICD Code,"*1.  If M1022_OTH_DIAG2_ICD is not blank, it cannot be equal to M1020_PRIMARY_DIAG_ICD, M1022_OTH_DIAG1_ICD, M1022_OTH_DIAG3_ICD, M1022_OTH_DIAG4_ICD, or M1022_OTH_DIAG5_ICD.*2.  If M1022_OTH_DIAG1_ICD is blank, then M1022_OTH_DIAG2_ICD must be blank.",,c1
M1022_OTH_DIAG2_SEVERITY,2,429,430,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 2: Severity Rating,"*1.  If M1022_OTH_DIAG2_ICD is blank, then M1022_OTH_DIAG2_SEVERITY must be blank.*2.  If byte 1 of M1022_OTH_DIAG2_ICD=""E"" (i.e., it is an E-code), then M1022_OTH_DIAG2_SEVERITY must be blank.*3.  If byte 1 of M1022_OTH_DIAG2_ICD is a space and byte 2 is equal to ""V"" (i.e., it is a V-code), then M1022_OTH_DIAG2_SEVERITY must be blank.*4.  If M1022_OTH_DIAG2_ICD is not blank and byte 1 is a space (i.e., it is not an E-code)  AND byte 2 is not equal to ""V"" (i.e., it is not a V-code), then M1022_OTH_DIAG2_SEVERITY cannot be blank.",,
M1022_OTH_DIAG3_ICD,7,431,437,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 3: ICD Code,"*1.  If M1022_OTH_DIAG3_ICD is not blank, it cannot be equal to M1020_PRIMARY_DIAG_ICD, M1022_OTH_DIAG1_ICD, M1022_OTH_DIAG2_ICD, M1022_OTH_DIAG4_ICD, or M1022_OTH_DIAG5_ICD.*2.  If M1022_OTH_DIAG2_ICD is blank, then M1022_OTH_DIAG3_ICD must be blank.",,d1
M1022_OTH_DIAG3_SEVERITY,2,438,439,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 3: Severity Rating,"*1.  If M1022_OTH_DIAG3_ICD is blank, then M1022_OTH_DIAG3_SEVERITY must be blank.*2.  If byte 1 of M1022_OTH_DIAG3_ICD=""E"" (i.e., it is an E-code), then M1022_OTH_DIAG3_SEVERITY must be blank.*3.  If byte 1 of M1022_OTH_DIAG3_ICD is a space and byte 2 is equal to ""V"" (i.e., it is a V-code), then M1022_OTH_DIAG3_SEVERITY must be blank.*4.  If M1022_OTH_DIAG3_ICD is not blank and byte 1 is a space (i.e., it is not an E-code)  AND byte 2 is not equal to ""V"" (i.e., it is not a V-code), then M1022_OTH_DIAG3_SEVERITY cannot be blank.",,
M1022_OTH_DIAG4_ICD,7,440,446,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 4: ICD Code,"*1.  If M1022_OTH_DIAG4_ICD is not blank, it cannot be equal to M1020_PRIMARY_DIAG_ICD, M1022_OTH_DIAG1_ICD, M1022_OTH_DIAG2_ICD, M1022_OTH_DIAG3_ICD, or M1022_OTH_DIAG5_ICD.*2.  If M1022_OTH_DIAG3_ICD is blank, then M1022_OTH_DIAG4_ICD must be blank.",,e1
M1022_OTH_DIAG4_SEVERITY,2,447,448,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 4: Severity Rating,"*1.  If M1022_OTH_DIAG4_ICD is blank, then M1022_OTH_DIAG4_SEVERITY must be blank.*2.  If byte 1 of M1022_OTH_DIAG4_ICD=""E"" (i.e., it is an E-code), then M1022_OTH_DIAG4_SEVERITY must be blank.*3.  If byte 1 of M1022_OTH_DIAG4_ICD is a space and byte 2 is equal to ""V"" (i.e., it is a V-code), then M1022_OTH_DIAG4_SEVERITY must be blank.*4.  If M1022_OTH_DIAG4_ICD is not blank and byte 1 is a space (i.e., it is not an E-code)  AND byte 2 is not equal to ""V"" (i.e., it is not a V-code), then M1022_OTH_DIAG4_SEVERITY cannot be blank.",,
M1022_OTH_DIAG5_ICD,7,449,455,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 5: ICD Code,"*1.  If M1022_OTH_DIAG5_ICD is not blank, it cannot be equal to M1020_PRIMARY_DIAG_ICD, M1022_OTH_DIAG1_ICD, M1022_OTH_DIAG2_ICD, M1022_OTH_DIAG3_ICD, or M1022_OTH_DIAG4_ICD.*2.  If M1022_OTH_DIAG4_ICD is blank, then M1022_OTH_DIAG5_ICD must be blank.",,f1
M1022_OTH_DIAG5_SEVERITY,2,456,457,true,false,true,true,true,false,false,false,false,false,,,(M1022) Other Diagnosis 5: Severity Rating,"*1.  If M1022_OTH_DIAG5_ICD is blank, then M1022_OTH_DIAG5_SEVERITY must be blank.*2.  If byte 1 of M1022_OTH_DIAG5_ICD=""E"" (i.e., it is an E-code), then M1022_OTH_DIAG5_SEVERITY must be blank.*3.  If byte 1 of M1022_OTH_DIAG5_ICD is a space and byte 2 is equal to ""V"" (i.e., it is a V-code), then M1022_OTH_DIAG5_SEVERITY must be blank.*4.  If M1022_OTH_DIAG5_ICD is not blank and byte 1 is a space (i.e., it is not an E-code)  AND byte 2 is not equal to ""V"" (i.e., it is not a V-code), then M1022_OTH_DIAG5_SEVERITY cannot be blank.",,
M1030_THH_IV_INFUSION,1,458,458,true,false,true,true,true,false,false,false,false,false,0,,"(M1030) Therapies Received at Home: Intravenous, Infusion",*1.  At least one item between M1030_THH_IV_INFUSION and M1030_THH_NONE_ABOVE must be equal to 1.*2.  If M1030_THH_NONE_ABOVE=1 then M1030_THH_IV_INFUSION must be 0 (zero).,,1
M1030_THH_PAR_NUTRITION,1,459,459,true,false,true,true,true,false,false,false,false,false,0,,(M1030) Therapies Received at Home: Parenteral Nutrition,*1.  At least one item between M1030_THH_IV_INFUSION and M1030_THH_NONE_ABOVE must be equal to 1.*2.  If M1030_THH_NONE_ABOVE=1 then M1030_THH_PAR_NUTRITION must be 0 (zero).,,2
M1030_THH_ENT_NUTRITION,1,460,460,true,false,true,true,true,false,false,false,false,false,0,,(M1030) Therapies Received at Home: Enteral Nutrition,*1.  At least one item between M1030_THH_IV_INFUSION and M1030_THH_NONE_ABOVE must be equal to 1.*2.  If M1030_THH_NONE_ABOVE=1 then  M1030_THH_ENT_NUTRITION must be 0 (zero).,,3
M1030_THH_NONE_ABOVE,1,461,461,true,false,true,true,true,false,false,false,false,false,0,,(M1030) Therapies Received at Home: None of the Above,*1.  At least one item between M1030_THH_IV_INFUSION and M1030_THH_NONE_ABOVE must be equal to 1.*2.  If M1030_THH_NONE_ABOVE=1 then M1030_THH_IV_INFUSION through M1030_THH_ENT_NUTRITION must be 0 (zero).,,4
ITEM_FILLER15,6,462,467,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1036_RSK_SMOKING,1,468,468,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: Smoking,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,1
M1036_RSK_OBESITY,1,469,469,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: Obesity,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,2
M1036_RSK_ALCOHOLISM,1,470,470,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: Alcoholism,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,3
M1036_RSK_DRUGS,1,471,471,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: Drugs,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,4
M1036_RSK_NONE,1,472,472,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: None of the Above,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,5
M1036_RSK_UNKNOWN,1,473,473,true,false,true,false,false,false,false,false,false,false,0,,(M1036) High Risk Factor: Unknown,*1.  At least one item between M1036_RSK_SMOKING and M1036_RSK_UNKNOWN must be equal to 1.*2.  If M1036_RSK_NONE=1 then M1036_ RSK_SMOKING through M1036_RSK_DRUGS and M1036_RSK_UNKNOWN must be 0 (zero).*3.  If M1036_RSK_UNKNOWN=1 then M1036_ RSK_SMOKING through M1036_RSK_NONE must be 0 (zero).,,UK
ITEM_FILLER16,2,474,475,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
ITEM_FILLER4,5,476,480,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
ITEM_FILLER5,12,481,492,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
ITEM_FILLER6,13,493,505,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
ITEM_FILLER17,23,506,528,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1200_VISION,2,529,530,true,false,true,true,true,false,false,false,false,false,,,(M1200) Sensory Status: Vision,,,
ITEM_FILLER18,2,531,532,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1230_SPEECH,2,533,534,true,false,true,false,false,false,false,false,true,false,,,(M1230) Sensory Status: Speech,,,
ITEM_FILLER19,5,535,539,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1322_NBR_PRSULC_STG1,2,540,541,true,false,true,true,true,false,false,false,true,false,,,(M1322) No. Pressure Ulcers - Stage 1,.,,
ITEM_FILLER20,7,542,548,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1324_STG_PRBLM_ULCER,2,549,550,true,false,true,true,true,false,false,false,true,false,,,(M1324) Stage of Most Problematic Pressure Ulcer,"*1.  If M1324_STG_PRBLM_ULCER = 01, then M1322_NBR_PRSULC_STG1 must be greater than 0 (zero).*2.  If M1324_STG_PRBLM_ULCER = 02, then M1308_NBR_PRSULC_STG2 must be greater than 0 (zero).*3.  If M1324_STG_PRBLM_ULCER = 03, then M1308_NBR_PRSULC_STG3 must be greater than 0 (zero).*4.  If M1324_STG_PRBLM_ULCER = 04, then M1308_NBR_PRSULC_STG4 must be greater than 0 (zero).*5.  If M1322_NBR_PRSULC_STG1 and M1308_NBR_PRSULC_STG2 and M1308_NBR_PRSULC_STG3 and M1308_NBR_PRSULC_STG4 are all equal to 0 (zero), then M1324_STG_PRBLM_ULCER must be equal to NA.",,
ITEM_FILLER22,14,551,564,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1400_WHEN_DYSPNEIC,2,565,566,true,false,true,true,true,false,false,false,true,false,,,(M1400) When Dyspneic,,,
