27.62,Cleft palate correction,Correction of cleft palate
27.63,Revis cleft palat repair,Revision of cleft palate repair
27.64,Insert palatal implant,Insertion of palatal implant
27.69,Oth plastic repair palat,Other plastic repair of palate
27.71,Incision of uvula,Incision of uvula
27.72,Excision of uvula,Excision of uvula
27.73,Repair of uvula,Repair of uvula
27.79,Other uvula operations,Other operations on uvula
27.91,Labial frenotomy,Labial frenotomy
27.92,Mouth incision NOS,"Incision of mouth, unspecified structure"
27.99,Oral cavity ops NEC,Other operations on oral cavity
28.0,Peritonsillar i & d,Incision and drainage of tonsil and peritonsillar structures
28.11,Tonsil&adenoid biopsy,Biopsy of tonsils and adenoids
28.19,Tonsil&adenoid dx op NEC,Other diagnostic procedures on tonsils and adenoids
28.2,Tonsillectomy,Tonsillectomy without adenoidectomy
28.3,Tonsillectomy/adenoidec,Tonsillectomy with adenoidectomy
28.4,Excision of tonsil tag,Excision of tonsil tag
28.5,Excision lingual tonsil,Excision of lingual tonsil
28.6,Adenoidectomy,Adenoidectomy without tonsillectomy
28.7,Hemorr contrl post T & A,Control of hemorrhage after tonsillectomy and adenoidectomy
28.91,Incis to remov tonsil FB,Removal of foreign body from tonsil and adenoid by incision
28.92,Excis tonsil/adenoid les,Excision of lesion of tonsil and adenoid
28.99,Tonsil/adenoid ops NEC,Other operations on tonsils and adenoids
29.11,Pharyngoscopy,Pharyngoscopy
29.12,Pharyngeal biopsy,Pharyngeal biopsy
29.19,Pharyngeal dx proc NEC,Other diagnostic procedures on pharynx
29.2,Exc branchial cleft cyst,Excision of branchial cleft cyst or vestige
29.31,Cricopharyngeal myotomy,Cricopharyngeal myotomy
29.32,Pharyngeal diverticulec,Pharyngeal diverticulectomy
29.33,Pharyngectomy,Pharyngectomy (partial)
29.39,Excis/destr les phar NEC,Other excision or destruction of lesion or tissue of pharynx
29.4,Plastic op on pharynx,Plastic operation on pharynx
29.51,Suture of pharyngeal lac,Suture of laceration of pharynx
29.52,Clos branch cleft fistul,Closure of branchial cleft fistula
29.53,Clos pharynx fistula NEC,Closure of other fistula of pharynx
29.54,Lysis pharyngeal adhes,Lysis of pharyngeal adhesions
29.59,Pharyngeal repair NEC,Other repair of pharynx
29.91,Pharyngeal dilation,Dilation of pharynx
29.92,Divis glossopharyng nerv,Division of glossopharyngeal nerve
29.99,Pharyngeal operation NEC,Other operations on pharynx
30.01,Larynx cyst marsupializ,Marsupialization of laryngeal cyst
30.09,Destruct larynx les NEC,Other excision or destruction of lesion or tissue of larynx
30.1,Hemilaryngectomy,Hemilaryngectomy
30.21,Epiglottidectomy,Epiglottidectomy
30.22,Vocal cordectomy,Vocal cordectomy
30.29,Other part laryngectomy,Other partial laryngectomy
30.3,Complete laryngectomy,Complete laryngectomy
30.4,Radical laryngectomy,Radical laryngectomy
31.0,Injection of larynx,Injection of larynx
31.1,Temporary tracheostomy,Temporary tracheostomy
31.21,Mediastinal tracheostomy,Mediastinal tracheostomy
31.29,Other perm tracheostomy,Other permanent tracheostomy
31.3,Incis larynx trachea NEC,Other incision of larynx or trachea
31.41,Tracheoscopy thru stoma,Tracheoscopy through artificial stoma
31.42,Larygnoscopy/tracheoscop,Laryngoscopy and other tracheoscopy
31.43,Closed biopsy larynx,Closed [endoscopic] biopsy of larynx
31.44,Closed biopsy trachea,Closed [endoscopic] biopsy of trachea
31.45,Opn bx larynx or trachea,Open biopsy of larynx or trachea
31.48,Oth larynx dx procedure,Other diagnostic procedures on larynx
31.49,Oth trachea dx procedure,Other diagnostic procedures on trachea
31.5,Local destruc trach les,Local excision or destruction of lesion or tissue of trachea
31.61,Suture of laryngeal lac,Suture of laceration of larynx
31.62,Laryngeal fistula clos,Closure of fistula of larynx
31.63,Laryngostomy revision,Revision of laryngostomy
31.64,Laryngeal fx repair,Repair of laryngeal fracture
31.69,Other laryngeal repair,Other repair of larynx
31.71,Suture of tracheal lacer,Suture of laceration of trachea
31.72,Closure of tracheostomy,Closure of external fistula of trachea
31.73,Trachea fistula clos NEC,Closure of other fistula of trachea
31.74,Revision of tracheostomy,Revision of tracheostomy
31.75,Tracheal reconstruction,Reconstruction of trachea and construction of artificial larynx
31.79,Other tracheal repair,Other repair and plastic operations on trachea
31.91,Laryngeal nerv division,Division of laryngeal nerve
31.92,Lysis trach/larynx adhes,Lysis of adhesions of trachea or larynx
31.93,Replace trac/laryn stent,Replacement of laryngeal or tracheal stent
31.94,Tracheal injection,Injection of locally-acting therapeutic substance into trachea
31.95,Tracheoesoph fistulizat,Tracheoesophageal fistulization
31.98,Oth laryngeal operation,Other operations on larynx
31.99,Other tracheal operation,Other operations on trachea
32.01,Endosc destruc bronc les,Endoscopic excision or destruction of lesion or tissue of bronchus
32.09,Other destruc bronc les,Other local excision or destruction of lesion or tissue of bronchus
32.1,Other bronchial excision,Other excision of bronchus
32.20,Thorac exc lung lesion,Thoracoscopic excision of lesion or tissue of lung
32.21,Emphysema bleb plication,Plication of emphysematous bleb
32.22,Lung vol reduction surg,Lung volume reduction surgery
32.23,Open abltn lung les/tiss,Open ablation of lung lesion or tissue
32.24,Perc abltn lung les/tiss,Percutaneous ablation of lung lesion or tissue
32.25,Thor abltn lung les/tiss,Thoracoscopic ablation of lung lesion or tissue
32.26,Abltn lung tiss NEC/NOS,Other and unspecified ablation of lung lesion or tissue
32.27,"Brnc thrmplsty,ablt mscl","Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle"
32.28,Endosc destruc lung les,Endoscopic excision or destruction of lesion or tissue of lung
32.29,Destroy loc lung les NEC,Other local excision or destruction of lesion or tissue of lung
32.30,Thorac seg lung resect,Thoracoscopic segmental resection of lung
32.39,Oth seg lung resect NOS,Other and unspecified segmental resection of lung
32.41,Thorac lobectomy lung,Thoracoscopic lobectomy of lung
32.49,Lobectomy of lung NEC,Other lobectomy of lung
32.50,Thoracospc pneumonectomy,Thoracoscopic pneumonectomy
32.59,Other pneumonectomy NOS,Other and unspecified pneumonectomy
32.6,Rad dissec thorac struct,Radical dissection of thoracic structures
32.9,Other excision of lung,Other excision of lung
33.0,Incision of bronchus,Incision of bronchus
33.1,Incision of lung,Incision of lung
33.20,Thoracoscopc lung biopsy,Thoracoscopic lung biopsy
33.21,Bronchoscopy thru stoma,Bronchoscopy through artificial stoma
33.22,Fiber-optic bronchoscopy,Fiber-optic bronchoscopy
33.23,Other bronchoscopy,Other bronchoscopy
33.24,Closed bronchial biopsy,Closed [endoscopic] biopsy of bronchus
33.25,Open bronchial biopsy,Open biopsy of bronchus
33.26,Closed lung biopsy,Closed [percutaneous] [needle] biopsy of lung
33.27,Clos endoscopic lung bx,Closed endoscopic biopsy of lung
33.28,Open lung biopsy,Open biopsy of lung
33.29,Bronch/lung dx proc NEC,Other diagnostic procedures on lung or bronchus
33.31,Destr phren-lung collaps,Destruction of phrenic nerve for collapse of lung
33.32,Pnemothorax-lung collaps,Artificial pneumothorax for collapse of lung
33.33,Pneumoperit-lung collaps,Pneumoperitoneum for collapse of lung
33.34,Thoracoplasty,Thoracoplasty
33.39,Surg collaps of lung NEC,Other surgical collapse of lung
33.41,Bronchial lacerat suture,Suture of laceration of bronchus
33.42,Bronchial fistula clos,Closure of bronchial fistula
33.43,Lung laceration closure,Closure of laceration of lung
33.48,Bronchial repair NEC,Other repair and plastic operations on bronchus
33.49,Lung repair NEC,Other repair and plastic operations on lung
33.50,Lung transplant NOS,"Lung transplantation, not otherwise specified"
33.51,Unilat lung transplant,Unilateral lung transplantation
33.52,Bilat lung transplant,Bilateral lung transplantation
33.6,Comb heart/lung transpla,Combined heart-lung transplantation
33.71,"Endo ins/re bron val,one","Endoscopic insertion or replacement of bronchial valve(s), single lobe"
33.72,Endo pulm arwy flow msmt,Endoscopic pulmonary airway flow measurement
33.73,"Endo ins/re brnc val,mul","Endoscopic insertion or replacement of bronchial valve(s), multiple lobes"
33.78,Endo rem bronch devc/sub,Endoscopic removal of bronchial device(s) or substances
33.79,Endo insrt bronc def/sub,Endoscopic insertion of other bronchial device or substances
33.92,Bronchial ligation,Ligation of bronchus
33.93,Puncture of lung,Puncture of lung
33.98,Bronchial operation NEC,Other operations on bronchus
33.99,Lung operation NEC,Other operations on lung
34.01,Incision of chest wall,Incision of chest wall
34.02,Exploratory thoracotomy,Exploratory thoracotomy
34.03,Reopen thoracotomy site,Reopening of recent thoracotomy site
34.04,Insert intercostal cath,Insertion of intercostal catheter for drainage
34.05,PlEuroperitoneal shunt,Creation of pleuroperitoneal shunt
34.06,Thorac drain pleurl cav,Thoracoscopic drainage of pleural cavity
34.09,Other pleural incision,Other incision of pleura
34.1,Incision of mediastinum,Incision of mediastinum
34.20,Thoracoscopic pleural bx,Thoracoscopic pleural biopsy
34.21,Transpleura thoracoscopy,Transpleural thoracoscopy
34.22,Mediastinoscopy,Mediastinoscopy
34.23,Chest wall biopsy,Biopsy of chest wall
34.24,Pleural biopsy NEC,Other pleural biopsy
34.25,Clos mediastinal biopsy,Closed [percutaneous] [needle] biopsy of mediastinum
34.26,Open mediastinal biopsy,Open mediastinal biopsy
34.27,Biopsy of diaphragm,Biopsy of diaphragm
34.28,Dx procedure thorax NEC,"Other diagnostic procedures on chest wall, pleura, and diaphragm"
34.29,Dx proc mediastinum NEC,Other diagnostic procedures on mediastinum
34.3,Destruct mediastin les,Excision or destruction of lesion or tissue of mediastinum
34.4,Destruct chest wall les,Excision or destruction of lesion of chest wall
34.51,Decortication of lung,Decortication of lung
34.52,Thoracoscopc decort lung,Thoracoscopic decortication of lung
34.59,Other pleural excision,Other excision of pleura
34.6,Scarification of pleura,Scarification of pleura
34.71,Suture chest wall lacer,Suture of laceration of chest wall
34.72,Thoracostomy closure,Closure of thoracostomy
34.73,Clos thoracic fistul NEC,Closure of other fistula of thorax
34.74,Pectus deformity repair,Repair of pectus deformity
33.91,Bronchial dilation,Bronchial dilation
34.79,Other chest wall repair,Other repair of chest wall
34.81,Excise diaphragm lesion,Excision of lesion or tissue of diaphragm
34.82,Suture diaphragm lacerat,Suture of laceration of diaphragm
34.83,Close diaphragm fistula,Closure of fistula of diaphragm
34.84,Other diaphragm repair,Other repair of diaphragm
34.85,Implant diaphra pacemake,Implantation of diaphragmatic pacemaker
34.89,Diaphragm operation NEC,Other operations on diaphragm
34.91,Thoracentesis,Thoracentesis
34.92,Inject into thorax cavit,Injection into thoracic cavity
34.93,Repair of pleura,Repair of pleura
34.99,Thoracic operation NEC,Other operations on thorax
35.00,Closed valvotomy NOS,"Closed heart valvotomy, unspecified valve"
35.01,Closed aortic valvotomy,"Closed heart valvotomy, aortic valve"
35.02,Closed mitral valvotomy,"Closed heart valvotomy, mitral valve"
35.03,Closed pulmon valvotomy,"Closed heart valvotomy, pulmonary valve"
35.04,Closed tricusp valvotomy,"Closed heart valvotomy, tricuspid valve"
35.05,Endovas repl aortc valve,Endovascular replacement of aortic valve
35.06,Trnsapcl rep aortc valve,Transapical replacement of aortic valve
35.07,Endovas repl pulm valve,Endovascular replacement of pulmonary valve
35.08,Trnsapcl repl pulm valve,Transapical replacement of pulmonary valve
35.09,Endovas repl uns hrt vlv,Endovascular replacement of unspecified heart valve
35.10,Open valvuloplasty NOS,"Open heart valvuloplasty without replacement, unspecified valve"
35.11,Opn aortic valvuloplasty,Open heart valvuloplasty of aortic valve without replacement
35.12,Opn mitral valvuloplasty,Open heart valvuloplasty of mitral valve without replacement
35.13,Opn pulmon valvuloplasty,Open heart valvuloplasty of pulmonary valve without replacement
35.14,Opn tricus valvuloplasty,Open heart valvuloplasty of tricuspid valve without replacement
35.20,Opn/oth rep hrt vlv NOS,Open and other replacement of unspecified heart valve
35.21,Opn/oth rep aort vlv-tis,Open and other replacement of aortic valve with tissue graft
35.22,Opn/oth rep aortic valve,Open and other replacement of aortic valve
35.23,Opn/oth rep mtrl vlv-tis,Open and other replacement of mitral valve with tissue graft
35.24,Opn/oth rep mitral valve,Open and other replacement of mitral valve
35.25,Opn/oth rep pulm vlv-tis,Open and other replacement of pulmonary valve with tissue graft
35.26,Opn/oth repl pul valve,Open and other replacement of pulmonary valve
35.27,Opn/oth rep tcspd vlv-ts,Open and other replacement of tricuspid valve with tissue graft
35.28,Opn/oth repl tcspd valve,Open and other replacement of tricuspid valve
35.31,Papillary muscle ops,Operations on papillary muscle
35.32,Chordae tendineae ops,Operations on chordae tendineae
35.33,Annuloplasty,Annuloplasty
35.34,Infundibulectomy,Infundibulectomy
35.35,Trabecul carneae cord op,Operations on trabeculae carneae cordis
35.39,Tiss adj to valv ops NEC,Operations on other structures adjacent to valves of heart
35.41,Enlarge existing sep def,Enlargement of existing atrial septal defect
35.42,Create septal defect,Creation of septal defect in heart
35.50,Prosth rep hrt septa NOS,Repair of unspecified septal defect of heart with prosthesis
35.51,Pros rep atrial def-opn,"Repair of atrial septal defect with prosthesis, open technique"
35.52,Pros repair atria def-cl,"Repair of atrial septal defect with prosthesis, closed technique"
35.53,Pros rep ventric def-opn,"Repair of ventricular septal defect with prosthesis, open technique"
35.54,Pros rep endocar cushion,Repair of endocardial cushion defect with prosthesis
35.55,Pros rep ventrc def-clos,"Repair of ventricular septal defect with prosthesis, closed technique"
35.60,Grft repair hrt sept NOS,Repair of unspecified septal defect of heart with tissue graft
35.61,Graft repair atrial def,Repair of atrial septal defect with tissue graft
35.62,Graft repair ventric def,Repair of ventricular septal defect with tissue graft
35.63,Grft rep endocar cushion,Repair of endocardial cushion defect with tissue graft
35.70,Heart septa repair NOS,Other and unspecified repair of unspecified septal defect of heart
35.71,Atria septa def rep NEC,Other and unspecified repair of atrial septal defect
35.72,Ventr septa def rep NEC,Other and unspecified repair of ventricular septal defect
35.73,Endocar cushion rep NEC,Other and unspecified repair of endocardial cushion defect
35.81,Tot repair tetral fallot,Total repair of tetralogy of fallot
35.82,Total repair of tapvc,Total repair of total anomalous pulmonary venous connection
35.83,Tot rep truncus arterios,Total repair of truncus arteriosus
35.84,Tot cor transpos grt ves,"Total correction of transposition of great vessels, not elsewhere classified"
35.91,Interat ven retrn transp,Interatrial transposition of venous return
35.92,Conduit rt vent-pul art,Creation of conduit between right ventricle and pulmonary artery
35.93,Conduit left ventr-aorta,Creation of conduit between left ventricle and aorta
35.94,Conduit artium-pulm art,Creation of conduit between atrium and pulmonary artery
35.95,Heart repair revision,Revision of corrective procedure on heart
35.96,Perc balloon valvuplasty,Percutaneous balloon valvuloplasty
35.97,Perc mtrl vlv repr w imp,Percutaneous mitral valve repair with implant
35.98,Other heart septa ops,Other operations on septa of heart
35.99,Other heart valve ops,Other operations on valves of heart
36.03,Open coronry angioplasty,Open chest coronary artery angioplasty
37.0,Pericardiocentesis,Pericardiocentesis
36.04,Intrcoronry thromb infus,Intracoronary artery thrombolytic infusion
36.06,Ins nondrug elut cor st,Insertion of non-drug-eluting coronary artery stent(s)
36.07,Ins drug-elut coronry st,Insertion of drug-eluting coronary artery stent(s)
36.09,Rem of cor art obstr NEC,Other removal of coronary artery obstruction
36.10,Aortocoronary bypass NOS,"Aortocoronary bypass for heart revascularization, not otherwise specified"
36.11,Aortocor bypas-1 cor art,(Aorto)coronary bypass of one coronary artery
36.12,Aortocor bypas-2 cor art,(Aorto)coronary bypass of two coronary arteries
36.13,Aortocor bypas-3 cor art,(Aorto)coronary bypass of three coronary arteries
36.14,Aortcor bypas-4+ cor art,(Aorto)coronary bypass of four or more coronary arteries
36.15,1 int mam-cor art bypass,Single internal mammary-coronary artery bypass
36.16,2 int mam-cor art bypass,Double internal mammary-coronary artery bypass
36.17,Abd-coron artery bypass,Abdominal-coronary artery bypass
36.19,Hrt revas byps anas NEC,Other bypass anastomosis for heart revascularization
36.2,Arterial implant revasc,Heart revascularization by arterial implant
36.31,Open chest trans revasc,Open chest transmyocardial revascularization
36.32,Oth transmyo revascular,Other transmyocardial revascularization
36.33,Endo transmyo revascular,Endoscopic transmyocardial revascularization
36.34,Perc transmyo revascular,Percutaneous transmyocardial revascularization
36.39,Oth heart revascular,Other heart revascularization
36.91,Coron vess aneurysm rep,Repair of aneurysm of coronary vessel
36.99,Heart vessel op NEC,Other operations on vessels of heart
37.10,Incision of heart NOS,"Incision of heart, not otherwise specified"
37.12,Pericardiotomy,Pericardiotomy
37.20,Noninvas elect stimulatn,Noninvasive programmed electrical stimulation [NIPS]
37.21,Rt heart cardiac cath,Right heart cardiac catheterization
37.22,Left heart cardiac cath,Left heart cardiac catheterization
37.23,Rt/left heart card cath,Combined right and left heart cardiac catheterization
37.24,Pericardial biopsy,Biopsy of pericardium
37.25,Cardiac biopsy,Biopsy of heart
37.26,Cath base invasv ep test,Catheter based invasive electrophysiologic testing
37.27,Cardiac mapping,Cardiac mapping
37.28,Intracardiac echocardio,Intracardiac echocardiography
37.29,Hrt/pericar dx proc NEC,Other diagnostic procedures on heart and pericardium
37.31,Pericardiectomy,Pericardiectomy
37.32,Heart aneurysm excision,Excision of aneurysm of heart
37.33,Exc/dest hrt lesion open,"Excision or destruction of other lesion or tissue of heart, open approach"
37.34,"Exc/des hrt les,endovasc","Excision or destruction of other lesion or tissue of heart, endovascular approach"
37.35,Partial ventriculectomy,Partial ventriculectomy
37.36,"Exc,destrct,exclus LAA","Excision, destruction, or exclusion of left atrial appendage (LAA)"
37.37,"Exc/dest hrt les, thrspc","Excision or destruction of other lesion or tissue of heart, thoracoscopic approach"
37.41,Impl cardiac support dev,Implantation of prosthetic cardiac support device around the heart
37.49,Heart/pericard repr NEC,Other repair of heart and pericardium
37.51,Heart transplantation,Heart transplantation
37.52,Imp tot int bi ht rp sys,Implantation of total internal biventricular heart replacement system
37.53,Repl/rep thr unt tot hrt,Replacement or repair of thoracic unit of (total) replacement heart system
37.54,Repl/rep oth tot hrt sys,Replacement or repair of other implantable component of (total) replacement heart system
37.55,Rem int bivent hrt sys,Removal of internal biventricular heart replacement system
37.60,Imp bivn ext hrt ast sys,Implantation or insertion of biventricular external heart assist system
37.61,Pulsation balloon implan,Implant of pulsation balloon
37.62,Insrt non-impl circ dev,Insertion of temporary non-implantable extracorporeal circulatory assist device
37.63,Repair heart assist sys,Repair of heart assist system
37.64,Remve ext hrt assist sys,Removal of external heart assist system(s) or device(s)
37.65,Imp vent ext hrt ast sys,Implant of single ventricular (extracorporeal) external heart assist system
37.66,Implantable hrt assist,Insertion of implantable heart assist system
37.67,Imp cardiomyostimul sys,Implantation of cardiomyostimulation system
37.68,Percutan hrt assist syst,Insertion of percutaneous external heart assist device
37.70,Int insert pacemak lead,"Initial insertion of lead [electrode], not otherwise specified"
37.71,Int insert lead in vent,Initial insertion of transvenous lead [electrode] into ventricle
37.72,Int inser lead atri-vent,Initial insertion of transvenous leads [electrodes] into atrium and ventricle
37.73,Int inser lead in atrium,Initial insertion of transvenous lead [electrode] into atrium
37.74,Int or repl lead epicar,Insertion or replacement of epicardial lead [electrode] into epicardium
37.75,Revision of lead,Revision of lead [electrode]
37.76,Repl tv atri-vent lead,Replacement of transvenous atrial and/or ventricular lead(s) [electrode]
37.77,Removal of lead w/o repl,Removal of lead(s) [electrode] without replacement
37.78,Inser temp pacemaker sys,Insertion of temporary transvenous pacemaker system
37.79,Rev/reloc card dev pockt,Revision or relocation of cardiac device pocket
37.80,Int or repl perm pacemkr,"Insertion of permanent pacemaker, initial or replacement, type of device not specified"
37.81,"Int insert 1-cham, non","Initial insertion of single-chamber device, not specified as rate responsive"
37.82,"Int insert 1-cham, rate","Initial insertion of single-chamber device, rate responsive"
37.83,Int insert dual-cham dev,Initial insertion of dual-chamber device
37.85,"Repl pacem w 1-cham, non","Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive"
37.86,"Repl pacem 1-cham, rate","Replacement of any type of pacemaker device with single-chamber device, rate responsive"
37.87,Repl pacem w dual-cham,Replacement of any type pacemaker device with dual-chamber device
37.89,Revise or remove pacemak,Revision or removal of pacemaker device
37.90,Ins left atr append dev,Insertion of left atrial appendage device
37.91,Opn chest cardiac massag,Open chest cardiac massage
37.92,Injection into heart,Injection of therapeutic substance into heart
37.93,Injection into pericard,Injection of therapeutic substance into pericardium
37.94,Implt/repl carddefib tot,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]"
37.95,Implt cardiodefib leads,Implantation of automatic cardioverter/defibrillator lead(s) only
37.96,Implt cardiodefib genatr,Implantation of automatic cardioverter/defibrillator pulse generator only
37.97,Repl cardiodefib leads,Replacement of automatic cardioverter/defibrillator lead(s) only
37.98,Repl cardiodefib genratr,Replacement of automatic cardioverter/defibrillator pulse generator only
37.99,Other heart/pericard ops,Other operations on heart and pericardium
38.00,Incision of vessel NOS,"Incision of vessel, unspecified site"
38.01,Intracran vessel incis,"Incision of vessel, intracranial vessels"
38.02,Head/neck ves incis NEC,"Incision of vessel, other vessels of head and neck"
38.03,Upper limb vessel incis,"Incision of vessel, upper limb vessels"
38.04,Incision of aorta,"Incision of vessel, aorta"
38.05,Thoracic vessel inc NEC,"Incision of vessel, other thoracic vessels"
38.06,Abdomen artery incision,"Incision of vessel, abdominal arteries"
38.07,Abdominal vein incision,"Incision of vessel, abdominal veins"
38.08,Lower limb artery incis,"Incision of vessel, lower limb arteries"
38.09,Lower limb vein incision,"Incision of vessel, lower limb veins"
38.10,Endarterectomy NOS,"Endarterectomy, unspecified site"
38.11,Intracran endarterectomy,"Endarterectomy, intracranial vessels"
38.12,Head & neck endarter NEC,"Endarterectomy, other vessels of head and neck"
38.13,Upper limb endarterectom,"Endarterectomy, upper limb vessels"
38.14,Endarterectomy of aorta,"Endarterectomy, aorta"
38.15,Thoracic endarterectomy,"Endarterectomy, other thoracic vessels"
38.16,Abdominal endarterectomy,"Endarterectomy, abdominal arteries"
38.18,Lower limb endarterect,"Endarterectomy, lower limb arteries"
38.21,Blood vessel biopsy,Biopsy of blood vessel
38.22,Percutaneous angioscopy,Percutaneous angioscopy
38.23,Intravasclr spectroscopy,Intravascular spectroscopy
38.24,Intravas img cor ves OCT,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT]
38.25,Intravas img non-cor OCT,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT]
38.26,Insrt prsr snsr w/o lead,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring
38.29,Blood vessel dx proc NEC,Other diagnostic procedures on blood vessels
38.30,Vessel resect/anast NOS,"Resection of vessel with anastomosis, unspecified site"
38.31,Intracran ves resec-anas,"Resection of vessel with anastomosis, intracranial vessels"
38.32,Head/neck ves resec-anas,"Resection of vessel with anastomosis, other vessels of head and neck"
38.33,Arm vessel resect/anast,"Resection of vessel with anastomosis, upper limb vessels"
38.34,Aorta resection & anast,"Resection of vessel with anastomosis, aorta"
38.35,Thor vessel resect/anast,"Resection of vessel with anastomosis, other thoracic vessels"
38.36,Abd vessel resect/anast,"Resection of vessel with anastomosis, abdominal arteries"
38.37,Abd vein resect & anast,"Resection of vessel with anastomosis, abdominal veins"
38.38,Leg artery resect/anast,"Resection of vessel with anastomosis, lower limb arteries"
38.39,Leg vein resect/anastom,"Resection of vessel with anastomosis, lower limb veins"
38.40,Vessel resect/replac NOS,"Resection of vessel with replacement, unspecified site"
38.41,Intracran ves resec-repl,"Resection of vessel with replacement, intracranial vessels"
38.42,Head/neck ves resec-repl,"Resection of vessel with replacement, other vessels of head and neck"
38.43,Arm ves resect w replace,"Resection of vessel with replacement, upper limb vessels"
38.44,Resect abdm aorta w repl,"Resection of vessel with replacement, aorta, abdominal"
38.45,Resect thorac ves w repl,"Resection of vessel with replacement, thoracic vessels"
38.46,Abd artery resec w repla,"Resection of vessel with replacement, abdominal arteries"
38.47,Abd vein resect w replac,"Resection of vessel with replacement, abdominal veins"
38.48,Leg artery resec w repla,"Resection of vessel with replacement, lower limb arteries"
38.49,Leg vein resect w replac,"Resection of vessel with replacement, lower limb veins"
38.50,Varicose v lig-strip NOS,"Ligation and stripping of varicose veins, unspecified site"
38.51,Intcran var v lig-strip,"Ligation and stripping of varicose veins, intracranial vessels"
38.52,Head/neck var v lig-str,"Ligation and stripping of varicose veins, other vessels of head and neck"
38.53,Arm varicose v lig-strip,"Ligation and stripping of varicose veins, upper limb vessels"
38.55,Thorac var v lig-strip,"Ligation and stripping of varicose veins, other thoracic vessels"
38.57,Abd varicos v liga-strip,"Ligation and stripping of varicose veins, abdominal veins"
38.59,Leg varicos v liga-strip,"Ligation and stripping of varicose veins, lower limb veins"
38.60,Excision of vessel NOS,"Other excision of vessels, unspecified site"
38.94,Venous cutdown,Venous cutdown
38.61,Intracran vessel excis,"Other excision of vessels, intracranial vessels"
38.62,Head/neck vessel excis,"Other excision of vessels, other vessels of head and neck"
38.63,Arm vessel excision,"Other excision of vessels, upper limb vessels"
38.64,Excision of aorta,"Other excision of vessels, aorta, abdominal"
38.65,Thoracic vessel excision,"Other excision of vessels, thoracic vessels"
38.66,Abdominal artery excis,"Other excision of vessels, abdominal arteries"
38.67,Abdominal vein excision,"Other excision of vessels, abdominal veins"
38.68,Leg artery excision,"Other excision of vessels, lower limb arteries"
38.69,Leg vein excision,"Other excision of vessels, lower limb veins"
38.7,Interruption vena cava,Interruption of the vena cava
38.80,Surg vessel occlus NEC,"Other surgical occlusion of vessels, unspecified site"
38.81,Occlus intracran ves NEC,"Other surgical occlusion of vessels, intracranial vessels"
38.82,Occlus head/neck ves NEC,"Other surgical occlusion of vessels, other vessels of head and neck"
38.83,Occlude arm vessel NEC,"Other surgical occlusion of vessels, upper limb vessels"
38.84,Occlude aorta NEC,"Other surgical occlusion of vessels, aorta, abdominal"
38.85,Occlude thoracic ves NEC,"Other surgical occlusion of vessels, thoracic vessels"
38.86,Occlude abd artery NEC,"Other surgical occlusion of vessels, abdominal arteries"
38.87,Occlude abd vein NEC,"Other surgical occlusion of vessels, abdominal veins"
38.88,Occlude leg artery NEC,"Other surgical occlusion of vessels, lower limb arteries"
38.89,Occlude leg vein NEC,"Other surgical occlusion of vessels, lower limb veins"
38.91,Arterial catheterization,Arterial catheterization
38.92,Umbilical vein cath,Umbilical vein catheterization
38.93,Venous cath NEC,"Venous catheterization, not elsewhere classified"
38.95,Ven cath renal dialysis,Venous catheterization for renal dialysis
38.97,CV cath plcmt w guidance,Central venous catheter placement with guidance
38.98,Arterial puncture NEC,Other puncture of artery
39.0,Systemic-pulm art shunt,Systemic to pulmonary artery shunt
39.1,Intra-abd venous shunt,Intra-abdominal venous shunt
39.21,Caval-pulmon art anastom,Caval-pulmonary artery anastomosis
39.22,Aorta-subclv-carot bypas,Aorta-subclavian-carotid bypass
39.23,Intrathoracic shunt NEC,Other intrathoracic vascular shunt or bypass
39.24,Aorta-renal bypass,Aorta-renal bypass
39.25,Aorta-iliac-femor bypass,Aorta-iliac-femoral bypass
39.26,Intra-abdomin shunt NEC,Other intra-abdominal vascular shunt or bypass
39.27,Dialysis arteriovenostom,Arteriovenostomy for renal dialysis
39.28,Extracran-intracr bypass,Extracranial-intracranial (EC-IC) vascular bypass
39.29,Vasc shunt & bypass NEC,Other (peripheral) vascular shunt or bypass
39.30,Suture of vessel NOS,Suture of unspecified blood vessel
39.31,Suture of artery,Suture of artery
39.32,Suture of vein,Suture of vein
39.41,Postop vasc op hem contr,Control of hemorrhage following vascular surgery
39.42,Revis ren dialysis shunt,Revision of arteriovenous shunt for renal dialysis
39.43,Remov ren dialysis shunt,Removal of arteriovenous shunt for renal dialysis
39.49,Vasc proc revision NEC,Other revision of vascular procedure
39.50,Angio oth non-coronary,Angioplasty of other non-coronary vessel(s)
39.51,Clipping of aneurysm,Clipping of aneurysm
39.52,Aneurysm repair NEC,Other repair of aneurysm
39.53,Arterioven fistula rep,Repair of arteriovenous fistula
39.54,Re-entry operation,Re-entry operation (aorta)
39.55,Reimplan aberr renal ves,Reimplantation of aberrant renal vessel
39.56,Repair vess w tis patch,Repair of blood vessel with tissue patch graft
